,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,trending,pypi,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,cran_id,gem_id,hex_id,bitbucket_id
191,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,17,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2022-06-23 11:48:40.000000,2022-02-21 08:59:58,337.0,,18.0,15.0,85.0,10.0,33.0,92.0,2022-02-21 09:56:36.997,1.2.0,,1125.0,14.0,1.0,,6.0,https://pypi.org/project/jupyterlab_hdf,2022-02-21 09:56:23.000,1.0,541.0,,,,2.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,2022-02-21 09:56:36.997,,584.0,,,,,,,,,,,,,,,,,
192,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,17,True,ipytree,QuantStack/ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-06-25 21:06:58.000000,2021-08-10 09:03:01,103.0,,24.0,8.0,32.0,18.0,13.0,91.0,2021-03-03 12:59:31.000,0.2.1,,23045.0,11.0,5.0,,8.0,https://pypi.org/project/ipytree,2021-03-03 12:59:31.000,5.0,21868.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,39031.0,3.0,ipytree,https://www.npmjs.com/package/ipytree,2021-03-03 12:58:01.218,,177.0,,,,,,,,,,,,,,,,,
193,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,17,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-06-21 21:54:53.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,48.0,25.0,17.0,75.0,2019-04-23 08:43:52.000,0.2.2,,221.0,5.0,28.0,28.0,16.0,https://pypi.org/project/niwidgets,2019-04-23 08:43:52.000,,221.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
194,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,73.0,2020-06-18 03:31:10.000,0.5.10,,693.0,23.0,30.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,4.0,693.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
195,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,17,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2022-06-13 14:00:51.000000,2022-06-13 14:00:50,273.0,32.0,9.0,3.0,66.0,3.0,29.0,58.0,2022-04-11 15:35:12.000,0.3.6,,397.0,14.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,2019-06-29 15:19:19.000,,140.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2022-04-11 19:13:15.331,4879.0,2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,2022-04-11 15:34:49.164,,62.0,,,,,,,,,,,,,,,,,
196,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,True,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,98.0,,21.0,4.0,28.0,6.0,17.0,40.0,2021-10-28 11:35:32.000,1.0.0,,4709.0,8.0,66.0,63.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,3.0,4709.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
197,ipysigma,A Jupyter widget using sigma.js to render interactive networks.,https://github.com/medialab/ipysigma,,widgets,17,True,ipysigma,Yomguithereal/ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2022-06-10 13:52:59.742000,2022-06-10 13:52:09,160.0,29.0,5.0,3.0,13.0,42.0,57.0,38.0,2022-06-10 13:52:59.742,0.17.0,,618.0,19.0,1.0,,3.0,https://pypi.org/project/ipysigma,2022-06-08 16:10:49.000,1.0,398.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,2022-06-10 13:52:59.742,,220.0,,,,,,medialab/ipysigma,,,,,,,,,,,
198,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,17,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2022-06-20 17:02:17.000000,2022-06-20 17:02:16,220.0,54.0,6.0,1.0,52.0,1.0,22.0,37.0,2022-04-11 19:08:49.000,0.3.4,,368.0,13.0,3.0,3.0,2.0,https://pypi.org/project/jupyterlab-commands,2022-04-11 19:08:49.000,,147.0,https://anaconda.org/conda-forge/jupyterlab_commands,2022-04-11 23:57:50.509,5525.0,2.0,,,,,,,,,,,,,,,,,,,,,,
199,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,66.0,90.0,39.0,46.0,1048.0,,,,1849.0,,,,9.0,,,,,,,,3.0,,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131279.0,,,,,,,,,,,,
200,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,57.0,,33.0,63.0,25.0,11.0,12.0,556.0,2018-01-08 14:52:15.000,0.1.15,,3516.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,2018-01-08 14:52:15.000,2.0,3516.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
201,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,16,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2022-04-09 04:43:06.000000,2020-01-04 12:02:35,634.0,,44.0,12.0,88.0,44.0,37.0,371.0,2020-01-04 11:56:53.000,0.3.3,,558.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,2020-01-04 11:56:53.000,,558.0,,,,3.0,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,,,,,,,,,,,,,,,,,
202,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,16,True,,tweag/jupyterWith,,https://github.com/tweag/jupyterWith,MIT,2018-12-18 10:10:58.000,2022-06-30 11:00:26.000000,2022-06-30 10:58:22,392.0,14.0,78.0,37.0,114.0,44.0,58.0,340.0,,,,,,,,29.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
203,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,16,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-06-24 18:13:38.000000,2021-02-24 06:31:50,31.0,,31.0,10.0,24.0,17.0,10.0,291.0,2020-06-27 13:40:43.778,0.2.1,,6884.0,9.0,2.0,2.0,6.0,,,,,,,,3.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,,6884.0,,,,,,,,,,,,,,,,,
204,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,16,False,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,57.0,,53.0,13.0,16.0,37.0,26.0,275.0,2017-09-08 07:23:49.000,0.4.3,,860.0,9.0,9.0,,10.0,https://pypi.org/project/nbopen,2018-04-25 07:36:48.000,9.0,860.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
205,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,True,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,51.0,17.0,8.0,15.0,11.0,237.0,2020-02-03 15:59:07.000,1.0.0,1858.0,1278.0,8.0,,,7.0,,,,,,,,3.0,,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44025.0,,,,,,,,,,,,
206,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,16,True,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2022-04-25 14:34:00.000000,2022-04-09 19:55:54,125.0,7.0,14.0,7.0,33.0,6.0,18.0,152.0,2021-07-17 23:46:41.952,0.4.1,,4457.0,12.0,3.0,3.0,4.0,,,,,,,,3.0,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952,,4457.0,,,,,,,,,,,,,,,,,
207,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2022-06-05 15:35:11.087000,2020-09-11 21:06:00,158.0,,31.0,10.0,36.0,38.0,28.0,128.0,,,,5217.0,4.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda,2022-06-05 15:35:11.087,370461.0,3.0,,,,,,,,,,,,,,,,,,,,,,
208,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,BSD-3-Clause,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,121.0,2021-03-24 19:57:48.307,1.0.0,,3516.0,16.0,5.0,5.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,2021-03-24 19:56:11.000,,3271.0,,,,3.0,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,,245.0,,,,,,,,,,,,,,,,,
209,jupyverse,A Jupyter server based on FastAPI.,https://github.com/jupyter-server/jupyverse,,notebook-environments,16,False,jupyverse,jupyter-server/jupyverse,conda-forge/fps-auth,https://github.com/jupyter-server/jupyverse,BSD-1-Clause,2021-07-23 14:20:02.000,2022-06-13 20:24:59.000000,2022-05-25 11:58:27,365.0,17.0,10.0,5.0,151.0,7.0,30.0,107.0,2022-05-17 16:40:31.000,0.0.33,793.0,603.0,28.0,,,8.0,https://pypi.org/project/jupyverse,2022-05-17 16:40:06.000,,189.0,https://anaconda.org/conda-forge/fps-auth,2022-05-18 07:18:25.801,947.0,3.0,,,,,,,,,,,,,,,,,,,,,,
210,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,16,True,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,10.0,7.0,13.0,6.0,33.0,105.0,2021-09-16 15:37:05.151,0.7.1,,87803.0,20.0,,,5.0,https://pypi.org/project/jupyterlab-flake8,2021-09-16 15:36:42.000,,87544.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2021-09-16 15:37:05.151,,259.0,,,,,,,,,,,,,,,,,
211,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,False,nbzip,data-8/nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,43.0,,15.0,7.0,12.0,9.0,5.0,80.0,2018-08-10 16:52:09.000,0.1.0,,702.0,4.0,286.0,282.0,6.0,https://pypi.org/project/nbzip,2018-08-10 16:52:09.000,4.0,702.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
212,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,16,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,136.0,,25.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1305.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,6.0,224.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,74591.0,3.0,,,,,,,,,,,,,,,,,,,,,,
213,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2022-04-08 03:46:35.294000,2022-02-15 23:26:20,310.0,,3.0,4.0,,10.0,48.0,52.0,2022-02-15 23:26:01.000,0.8.4,,722.0,43.0,,,4.0,https://pypi.org/project/jupyterlab-sos,2022-02-15 23:26:01.000,,142.0,https://anaconda.org/conda-forge/jupyterlab-sos,2022-04-08 03:46:35.294,15798.0,3.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,,102.0,,,,,,,,,,,,,,,,,
214,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,True,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,115.0,,36.0,10.0,36.0,17.0,20.0,44.0,2018-06-19 13:50:35.000,0.5.2,,690.0,8.0,43.0,40.0,14.0,https://pypi.org/project/sudospawner,2018-06-19 13:50:35.000,3.0,690.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
215,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,143.0,,94.0,47.0,39.0,27.0,65.0,737.0,,,5744.0,159.0,3.0,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
216,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,15,False,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2022-05-16 18:30:26.000000,2020-02-14 15:11:45,343.0,,29.0,14.0,38.0,10.0,16.0,443.0,2020-02-06 15:50:53.838,0.6.1,,50.0,9.0,,,12.0,,,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838,,50.0,,,,,,,,,,,,,,,,,
217,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,15,True,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,,37.0,21.0,6.0,1.0,15.0,442.0,2018-03-28 15:38:57.000,0.3.0,,175.0,9.0,,,4.0,https://pypi.org/project/py_d3,2018-03-28 15:38:57.000,,175.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
218,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,15,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,235.0,2020-07-07 15:27:22.000,0.2.4,,25.0,17.0,22.0,21.0,8.0,https://pypi.org/project/pynb,2020-07-07 15:27:22.000,1.0,25.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
219,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,True,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,8.0,9.0,4.0,10.0,13.0,216.0,2020-03-14 15:54:46.503,1.0.0,,3030.0,19.0,14.0,11.0,2.0,,,,,,,,3.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503,3.0,3030.0,,,,,,,,,,,,,,,,,
220,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,15,True,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2020-06-17 20:39:00.000,2022-06-23 10:30:20.000000,2022-04-13 05:12:13,318.0,1.0,27.0,10.0,106.0,32.0,12.0,198.0,2021-04-01 19:36:39.000,0.4.0,,166.0,5.0,,,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,2021-04-01 19:36:39.000,,40.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,670.0,3.0,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,,75.0,,,,,,,,,,,,,,,,,
221,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,15,False,environment_kernels,Cadair/jupyter_environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,77.0,,16.0,7.0,11.0,7.0,22.0,143.0,2018-02-12 13:01:06.000,1.1.1,,3240.0,3.0,6.0,,6.0,https://pypi.org/project/environment_kernels,2018-02-12 12:56:44.000,6.0,3240.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
222,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,15,True,ipylab,jtpio/ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2022-06-23 10:05:43.000000,2022-02-28 07:33:00,195.0,,7.0,7.0,65.0,11.0,19.0,109.0,2021-11-13 10:58:20.000,0.5.2,32.0,2852.0,12.0,2.0,,6.0,https://pypi.org/project/ipylab,2021-11-13 10:58:14.000,2.0,2404.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,11127.0,3.0,ipylab,https://www.npmjs.com/package/ipylab,2021-11-13 10:58:18.242,,89.0,,,,,,,,,,,,,,,,,
223,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,15,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2022-06-14 00:05:21.000000,2022-06-14 00:05:20,188.0,37.0,9.0,2.0,33.0,4.0,32.0,105.0,2022-03-15 23:37:04.000,0.2.4,,344.0,20.0,,,2.0,https://pypi.org/project/jupyterlab-email,2022-03-15 23:37:04.000,,85.0,,,,3.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2021-09-16 15:37:05.151,,259.0,,,,,,,,,,,,,,,,,
