,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,conda_dependent_project_count,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,bitbucket_id
192,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,17,False,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2022-11-07 19:30:19.663000,2018-06-11 01:51:34,136.0,,27.0,22.0,32.0,7.0,20.0,76.0,2017-04-05 01:49:01.000,0.7.0,,1297.0,12.0,6.0,,8.0,https://pypi.org/project/jupyter_cms,2017-04-05 01:49:01.000,6.0,202.0,https://anaconda.org/conda-forge/jupyter_cms,2022-11-07 19:30:19.663,82195.0,3.0,,,,,,,,,,,,,,,,,,,,,,
193,sphinxcontrib.jupyter,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,False,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,269.0,,23.0,9.0,159.0,88.0,93.0,72.0,2020-06-18 03:31:10.000,0.5.10,,875.0,23.0,30.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,2020-06-18 03:31:10.000,4.0,875.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
194,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,17,True,jupyter-archive,jupyterlab-contrib/jupyter-archive,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2022-11-22 14:09:41.446000,2022-11-22 10:29:04,219.0,8.0,11.0,3.0,73.0,1.0,33.0,58.0,2022-11-22 10:35:54.095,3.3.3,3252.0,6330.0,34.0,,,10.0,https://pypi.org/project/jupyter-archive,2022-04-08 13:50:50.000,,4422.0,https://anaconda.org/conda-forge/jupyter-archive,2022-11-22 14:09:41.446,33702.0,3.0,,,,,,@hadim/jupyter-archive,https://www.npmjs.com/package/@hadim/jupyter-archive,2022-11-22 10:32:08.783,,937.0,,,,,,,,,,,,
195,SudoSpawner,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,17,False,sudospawner,jupyterhub/sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2022-12-07 12:46:17.000000,2021-09-10 08:58:36,115.0,,37.0,10.0,36.0,17.0,20.0,44.0,2018-06-19 13:50:35.000,0.5.2,,1009.0,8.0,49.0,46.0,14.0,https://pypi.org/project/sudospawner,2018-06-19 13:50:35.000,3.0,1009.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
196,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,False,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,98.0,,26.0,4.0,28.0,6.0,17.0,42.0,2021-10-28 11:35:32.000,1.0.0,,4530.0,8.0,75.0,72.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2021-10-28 11:35:32.000,3.0,4530.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
197,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,17,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2022-10-12 13:17:36.580000,2022-09-01 10:51:55,178.0,,3.0,2.0,22.0,2.0,4.0,13.0,2022-09-01 10:53:14.353,0.7.0,,1117.0,11.0,62.0,54.0,4.0,https://pypi.org/project/ipyscales,2021-01-05 12:56:20.000,1.0,70.0,https://anaconda.org/conda-forge/ipyscales,2022-10-12 13:17:36.580,55792.0,3.0,,,,,,jupyter-scales,https://www.npmjs.com/package/jupyter-scales,2022-09-01 10:39:34.683,7.0,14.0,,,,,,,,,,,,
198,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,16,False,,OpenGeoscience/geonotebook,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,647.0,,139.0,68.0,90.0,39.0,46.0,1058.0,,,,1705.0,,,,9.0,,,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131299.0,,,,,,,,,,,,,,,,,
199,jupyter-tabnine,Autocompletion with Deep Learning on Jupyter Notebook.,https://github.com/codota/jupyter-tabnine,,jupyter-extensions,16,False,jupyter-tabnine,codota/jupyter-tabnine,,https://github.com/codota/jupyter-tabnine,MIT,2019-09-07 00:30:49.000,2022-05-08 10:19:47.000000,2021-08-23 11:44:08,105.0,,113.0,15.0,15.0,42.0,28.0,755.0,2021-08-23 11:45:07.000,1.2.3,,5263.0,8.0,,,10.0,https://pypi.org/project/jupyter-tabnine,2021-08-23 11:45:07.000,,5263.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
200,jupyter-notify,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,False,jupyternotify,ShopRunner/jupyter-notify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,57.0,,34.0,65.0,26.0,12.0,12.0,568.0,2018-01-08 14:52:15.000,0.1.15,,2064.0,14.0,2.0,,11.0,https://pypi.org/project/jupyternotify,2018-01-08 14:52:15.000,2.0,2064.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
201,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,16,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2022-12-05 03:03:56.000000,2020-01-04 12:02:35,634.0,,46.0,12.0,90.0,44.0,37.0,385.0,2020-01-04 11:56:53.000,0.3.3,,377.0,41.0,,,2.0,https://pypi.org/project/jupyterlab_sql,2020-01-04 11:56:53.000,,377.0,,,,3.0,,,,,,jupyterlab-sql,https://www.npmjs.com/package/jupyterlab-sql,2019-08-11 12:22:58.915,,,,,,,,,,,,,,
202,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,16,False,blackcellmagic,csurfer/blackcellmagic,conda-forge/blackcellmagic,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2022-05-31 19:59:44.000000,2021-09-18 19:09:46,18.0,,12.0,11.0,7.0,5.0,5.0,299.0,2021-09-18 19:13:12.000,0.0.3,,3078.0,3.0,169.0,166.0,3.0,https://pypi.org/project/blackcellmagic,2021-09-18 19:13:12.000,3.0,3000.0,https://anaconda.org/conda-forge/blackcellmagic,2020-08-07 03:01:49.996,2198.0,3.0,,,,,,,,,,,,,,,,,,,,,,
203,ML Hub,Multi-user development platform for machine learning teams. Simple to setup within minutes.,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,True,,ml-tooling/ml-hub,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,220.0,,58.0,17.0,8.0,15.0,11.0,261.0,2020-02-03 15:59:07.000,1.0.0,1957.0,1106.0,8.0,,,7.0,,,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44388.0,,,,,,,,,,,,,,,,,
204,jupyterlab-interactive-dashboard-editor,A drag-and-drop dashboard editor for JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,,lab-extensions,16,True,jupyterlab-interactive-dashboard-editor,jupytercalpoly/jupyterlab-interactive-dashboard-editor,conda-forge/jupyterlab-interactive-dashboard-editor,https://github.com/jupytercalpoly/jupyterlab-interactive-dashboard-editor,BSD-3-Clause,2020-06-17 20:39:00.000,2022-11-16 03:21:24.000000,2022-04-13 05:12:13,318.0,,27.0,10.0,110.0,32.0,12.0,199.0,2021-04-01 19:36:39.000,0.4.0,,183.0,5.0,,,11.0,https://pypi.org/project/jupyterlab-interactive-dashboard-editor,2021-04-01 19:36:39.000,,59.0,https://anaconda.org/conda-forge/jupyterlab-interactive-dashboard-editor,2021-05-13 17:42:03.926,1108.0,3.0,,,,,,jupyterlab-interactive-dashboard-editor,https://www.npmjs.com/package/jupyterlab-interactive-dashboard-editor,2021-01-27 19:15:26.231,,66.0,,,,,,,,,,,,
205,Spark Monitor,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,16,True,sparkmonitor,krishnan-r/sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,215.0,,51.0,8.0,23.0,30.0,7.0,170.0,2022-01-18 10:19:53.000,2.1.1,2418.0,1496.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,2022-01-18 10:19:53.000,,1446.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,928.0,,,,,,,,,,,,,,,,,
206,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,16,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:29:11.000000,2022-06-14 16:28:41,139.0,,15.0,15.0,8.0,,41.0,153.0,2022-06-14 16:29:11.000,2.0.1,,220.0,10.0,13.0,12.0,5.0,https://pypi.org/project/igv-jupyter,2022-06-14 16:29:11.000,1.0,220.0,,,,3.0,,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,
207,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,16,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,BSD-3-Clause,2020-06-17 20:38:15.000,2021-03-24 19:57:48.307000,2021-03-24 19:48:15,225.0,,18.0,7.0,189.0,31.0,103.0,124.0,2021-03-24 19:57:48.307,1.0.0,,3976.0,16.0,9.0,9.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,2021-03-24 19:56:11.000,,3825.0,,,,3.0,,,,,,jupyterlab-tabular-data-editor,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,2021-03-24 19:57:48.307,,151.0,,,,,,,,,,,,
208,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,242.0,,33.0,9.0,53.0,25.0,17.0,79.0,2019-04-23 08:43:52.000,0.2.2,,109.0,5.0,28.0,28.0,16.0,https://pypi.org/project/niwidgets,2019-04-23 08:43:52.000,,109.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
209,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,,WolframResearch/WolframLanguageForJupyter,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-08-23 18:11:54.000000,2022-02-19 09:55:04,143.0,,96.0,49.0,40.0,35.0,67.0,802.0,,,6792.0,161.0,3.0,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
210,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,15,True,,iot-salzburg/gpu-jupyter,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2022-11-17 14:34:15.000000,2022-11-17 14:34:15,224.0,3.0,156.0,17.0,28.0,5.0,57.0,444.0,2021-04-08 06:54:08.000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,11.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
211,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,True,,chaoleili/jupyterlab_tensorboard,,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,,33.0,11.0,28.0,18.0,10.0,295.0,2020-06-27 13:40:43.778,0.2.1,,6807.0,9.0,2.0,2.0,7.0,,,,,,,,3.0,,,,,,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,2020-06-27 13:40:43.778,,6807.0,,,,,,,,,,,,
212,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,15,True,nbopen,takluyver/nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2022-09-15 15:50:04.000000,2022-09-15 15:50:04,59.0,1.0,54.0,14.0,17.0,37.0,26.0,282.0,2017-09-08 07:23:49.000,0.4.3,,878.0,9.0,9.0,,11.0,https://pypi.org/project/nbopen,2018-04-25 07:36:48.000,9.0,878.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
213,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,15,False,pynb,elehcimd/pynb,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:22.000000,2020-07-07 15:27:10,154.0,,6.0,18.0,6.0,,8.0,240.0,2020-07-07 15:27:22.000,0.2.4,,37.0,17.0,22.0,21.0,8.0,https://pypi.org/project/pynb,2020-07-07 15:27:22.000,1.0,37.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
214,notebookJS,notebookJS: seamless JavaScript integration in Python Notebooks.,https://github.com/jorgehpo/notebookJS,,kernels,15,False,notebookjs,jorgehpo/notebookJS,,https://github.com/jorgehpo/notebookJS,MIT,2021-04-12 03:55:17.000,2022-03-03 01:40:42.101000,2021-10-26 05:50:22,55.0,,43.0,6.0,1.0,1.0,,217.0,2022-03-03 01:40:42.101,0.6.7,,900.0,25.0,17.0,4.0,2.0,https://pypi.org/project/notebookjs,2021-04-17 19:11:41.000,,87.0,,,,3.0,,,,,,notebookjs,https://www.npmjs.com/package/notebookjs,2022-03-03 01:40:42.101,13.0,813.0,,,,,,,,,,,,
215,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,15,False,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,8.0,9.0,4.0,10.0,13.0,216.0,2020-03-14 15:54:46.503,1.0.0,,4643.0,19.0,16.0,13.0,2.0,,,,,,,,3.0,,,,,,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2020-03-14 15:54:46.503,3.0,4643.0,,,,,,,,,,,,
216,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,True,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2022-07-18 18:08:54.000000,2022-07-18 18:08:51,129.0,,14.0,7.0,35.0,6.0,18.0,168.0,2021-07-17 23:46:41.952,0.4.1,,4379.0,12.0,3.0,3.0,4.0,,,,,,,,3.0,,,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2021-07-17 23:46:41.952,,4379.0,,,,,,,,,,,,
217,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,15,True,,jupyter-xeus/xeus-sqlite,conda-forge/xeus-sqlite,https://github.com/jupyter-xeus/xeus-sqlite,BSD-3-Clause,2020-03-11 11:24:36.000,2022-12-08 10:54:47.000000,2022-03-15 21:54:54,276.0,,22.0,5.0,82.0,13.0,30.0,142.0,,,,680.0,8.0,,,12.0,,,,,https://anaconda.org/conda-forge/xeus-sqlite,2022-12-01 09:35:49.762,21099.0,3.0,,,,,,,,,,,,,,,,,,,,,,
218,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,False,,Anaconda-Platform/nb_conda,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2022-06-05 15:35:11.087000,2020-09-11 21:06:00,158.0,,31.0,11.0,36.0,38.0,28.0,130.0,,,,5699.0,4.0,,,14.0,,,,,https://anaconda.org/conda-forge/nb_conda,2022-06-05 15:35:11.087,438826.0,3.0,,,,,,,,,,,,,,,,,,,,,,
219,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,15,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,10.0,8.0,13.0,6.0,33.0,110.0,2021-09-16 15:37:05.151,0.7.1,,55310.0,21.0,1.0,,5.0,https://pypi.org/project/jupyterlab-flake8,2021-09-16 15:36:42.000,1.0,55160.0,,,,3.0,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2021-09-16 15:37:05.151,,150.0,,,,,,,,,,,,
220,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,15,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,25.0,26.0,32.0,25.0,10.0,95.0,2020-05-01 11:39:08.310,0.3.0,,166.0,4.0,,,10.0,https://pypi.org/project/jupyterlab-commenting-service,2019-10-18 14:13:09.000,,26.0,,,,3.0,,,,,,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,2020-05-01 11:39:08.310,,140.0,,,,,,,,,,,,
221,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,15,True,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2022-12-07 17:04:40.000000,2022-12-07 17:04:39,570.0,8.0,16.0,9.0,145.0,31.0,84.0,67.0,2020-10-05 14:26:51.696,0.2.3,,235.0,17.0,,,7.0,https://pypi.org/project/nbcelltests,2020-10-05 14:26:38.000,,21.0,https://anaconda.org/conda-forge/nbcelltests,2020-10-05 19:20:36.194,6479.0,3.0,,,,,,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696,,5.0,,,,,,,,,,,,
222,Horizon Theme,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,15,True,jupyterlab-horizon-theme,mohirio/jupyterlab-horizon-theme,,https://github.com/mohirio/jupyterlab-horizon-theme,BSD-3-Clause,2019-06-07 08:46:59.000,2022-12-05 12:56:07.000000,2022-12-05 12:53:32,49.0,23.0,5.0,1.0,7.0,3.0,6.0,57.0,2022-11-30 14:05:04.347,3.1.1,,5639.0,15.0,,,3.0,https://pypi.org/project/jupyterlab-horizon-theme,2021-04-11 16:55:37.000,,3220.0,,,,2.0,,,,,,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2022-11-30 14:03:48.225,,2419.0,,,,,,,,,,,,
223,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2022-12-07 17:29:47.244000,2022-12-06 21:58:47,327.0,2.0,3.0,4.0,3.0,8.0,51.0,57.0,2022-12-06 22:45:00.828,0.9.0,,846.0,43.0,,,4.0,https://pypi.org/project/jupyterlab-sos,2022-02-15 23:26:01.000,,221.0,https://anaconda.org/conda-forge/jupyterlab-sos,2022-12-07 17:29:47.244,21886.0,3.0,,,,,,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,2021-01-14 22:31:15.129,,64.0,,,,,,,,,,,,
224,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,15,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2022-12-04 12:26:11.000000,2022-09-20 20:38:18,352.0,3.0,7.0,5.0,305.0,1.0,32.0,14.0,2020-04-22 09:38:54.000,0.7.3,,1114.0,15.0,,,12.0,https://pypi.org/project/jupyter-nbrequirements,2020-04-22 09:38:54.000,,1114.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
225,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,116.0,48.0,16.0,23.0,53.0,2277.0,,,,,,,,9.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
226,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,True,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2022-12-06 19:46:10.000000,2022-11-28 19:10:54,345.0,1.0,29.0,13.0,44.0,10.0,17.0,458.0,2020-02-06 15:50:53.838,0.6.1,,44.0,9.0,,,13.0,,,,,,,,3.0,,,,,,nbgather,https://www.npmjs.com/package/nbgather,2020-02-06 15:50:53.838,,44.0,,,,,,,,,,,,
227,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,14,True,py_d3,ResidentMario/py_d3,,https://github.com/ResidentMario/py_d3,MIT,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,41.0,,39.0,21.0,6.0,1.0,15.0,446.0,2018-03-28 15:38:57.000,0.3.0,,129.0,9.0,,,4.0,https://pypi.org/project/py_d3,2018-03-28 15:38:57.000,,129.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
228,tributary,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,14,True,tributary,timkpaine/tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,Apache-2.0,2020-06-18 03:08:16.885,2022-08-25 11:47:46.000000,2022-07-05 01:10:42,656.0,,36.0,1.0,,,,390.0,2022-05-11 00:34:12.000,0.2.0,,877.0,16.0,,,7.0,https://pypi.org/project/tributary,2022-05-11 00:34:12.000,,32.0,https://anaconda.org/conda-forge/tributary,2022-05-17 02:09:09.609,25366.0,3.0,,,,,,,,,,,,,,,,,,,,,,
229,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,14,False,,altair-viz/jupyterlab_voyager,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-12-06 19:48:00.000000,2019-08-14 17:21:34,87.0,,33.0,20.0,48.0,56.0,20.0,274.0,2019-08-14 17:26:02.030,1.0.2,,80.0,5.0,,,6.0,,,,,,,,3.0,,,,,,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,2019-08-14 17:26:02.030,,80.0,,,,,,,,,,,,
230,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,14,True,ipyexperiments,stas00/ipyexperiments,,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11.0,6.0,2.0,1.0,5.0,153.0,2021-12-07 18:44:34.000,0.1.28,,130.0,24.0,9.0,7.0,3.0,https://pypi.org/project/ipyexperiments,2021-12-07 18:44:34.000,2.0,130.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
